USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode01.ffn:bc01_00246,-,bc01_00246,-,N,738,65.45,0.645,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode01.ffn:bc01_00247,-,bc01_00247,-,N,1419,46.72,0.255,,AAA domain putative AbiEii toxin Type IV TA system
fasta::barcode01.ffn:bc01_00248,-,bc01_00248,-,N,645,45.74,0.255,,hypothetical protein
fasta::barcode01.ffn:bc01_00249,-,bc01_00249,-,N,1626,65.38,0.771,,Tryptophan halogenase
fasta::barcode01.ffn:bc01_00250,-,bc01_00250,-,N,822,67.88,0.773,,Glycosyl transferase family 2
fasta::barcode01.ffn:bc01_00251,-,bc01_00251,-,N,774,73.26,0.749,,hypothetical protein
fasta::barcode01.ffn:bc01_00252,-,bc01_00252,-,N,1197,70.93,0.763,,putative 3-ketoacyl-ACP synthase CylI 
fasta::barcode01.ffn:bc01_00253,-,bc01_00253,-,N,261,65.52,0.726,,Protein YcgL
fasta::barcode01.ffn:bc01_00254,-,bc01_00254,-,N,3324,73.68,0.742,,Ankyrin repeats (3 copies)
fasta::barcode01.ffn:bc01_00255,-,bc01_00255,-,N,330,66.97,0.677,,hypothetical protein
fasta::barcode01.ffn:bc01_00256,-,bc01_00256,-,N,1773,65.54,0.71,,Trehalase
fasta::barcode01.ffn:bc01_00257,-,bc01_00257,-,N,1764,65.65,0.725,,Glucose-6-phosphate 1-dehydrogenase
fasta::barcode01.ffn:bc01_00258,-,bc01_00258,-,N,1812,67,0.756,,Glutathione-regulated potassium-efflux system protein KefC
fasta::barcode01.ffn:bc01_00259,-,bc01_00259,-,N,828,65.1,0.725,,Carbonic anhydrase
fasta::barcode01.ffn:bc01_00260,-,bc01_00260,-,N,1368,65.79,0.738,,Magnesium transporter MgtE
fasta::barcode01.ffn:bc01_00261,-,bc01_00261,-,N,615,62.44,0.596,,hypothetical protein
fasta::barcode01.ffn:bc01_00262,-,bc01_00262,-,N,2709,69.99,0.749,,Peptidyl-lysine N-acetyltransferase Pat
fasta::barcode01.ffn:bc01_00263,-,bc01_00263,-,N,1044,63.6,0.818,,hypothetical protein
fasta::barcode01.ffn:bc01_00264,-,bc01_00264,-,N,2484,63.33,0.826,,Ribonucleoside-diphosphate reductase subunit alpha
fasta::barcode01.ffn:bc01_00265,-,bc01_00265,-,N,1044,59,0.826,,Ribonucleoside-diphosphate reductase subunit beta
fasta::barcode01.ffn:bc01_00266,-,bc01_00266,-,N,699,48.93,0.378,,hypothetical protein
fasta::barcode01.ffn:bc01_00267,-,bc01_00267,-,N,471,52.02,0.378,,hypothetical protein
fasta::barcode01.ffn:bc01_00268,-,bc01_00268,-,N,483,66.46,0.651,,hypothetical protein
fasta::barcode01.ffn:bc01_00269,-,bc01_00269,-,N,327,64.83,0.742,,hypothetical protein
fasta::barcode01.ffn:bc01_00270,-,bc01_00270,-,N,402,66.17,0.744,,putative acyl-CoA thioester hydrolase
fasta::barcode01.ffn:bc01_00271,-,bc01_00271,-,N,666,68.17,0.613,,hypothetical protein
fasta::barcode01.ffn:bc01_00272,-,bc01_00272,-,N,558,63.08,0.763,,hypothetical protein
fasta::barcode01.ffn:bc01_00273,-,bc01_00273,-,N,939,69.12,0.734,,2-dehydropantoate 2-reductase
fasta::barcode01.ffn:bc01_00274,-,bc01_00274,-,N,753,58.03,0.532,,hypothetical protein
fasta::barcode01.ffn:bc01_00275,-,bc01_00275,-,N,792,65.03,0.774,,Inner membrane transport permease YadH
fasta::barcode01.ffn:bc01_00276,-,bc01_00276,-,N,999,66.67,0.755,,putative ABC transporter ATP-binding protein YadG
fasta::barcode01.ffn:bc01_00277,-,bc01_00277,-,N,729,67.63,0.744,,Phenol hydroxylase P5 protein
fasta::barcode01.ffn:bc01_00278,-,bc01_00278,-,N,1566,64.18,0.714,,Beta-xylosidase
fasta::barcode01.ffn:bc01_00279,-,bc01_00279,-,N,1002,66.17,0.668,,Cadmium cobalt and zinc/H(+)-K(+) antiporter
fasta::barcode01.ffn:bc01_00280,-,bc01_00280,-,N,273,65.57,0.685,,Transcriptional repressor FrmR
fasta::barcode01.ffn:bc01_00281,-,bc01_00281,-,N,588,65.31,0.639,,hypothetical protein
fasta::barcode01.ffn:bc01_00282,-,bc01_00282,-,N,201,63.18,0.639,,cytolysin regulator R2 
fasta::barcode01.ffn:bc01_00283,-,bc01_00283,-,N,1551,68.67,0.707,,Carboxylesterase A
fasta::barcode01.ffn:bc01_00284,-,bc01_00284,-,N,747,65.06,0.725,,ABC transporter ATP-binding protein CesC 
fasta::barcode01.ffn:bc01_00285,-,bc01_00285,-,N,1194,66.75,0.735,,ABC transporter permease protein NatB
fasta::barcode01.ffn:bc01_00286,-,bc01_00286,-,N,1008,71.13,0.761,,hypothetical protein
fasta::barcode01.ffn:bc01_00287,-,bc01_00287,-,N,1563,68.46,0.82,,Flavin-dependent tryptophan halogenase RebH
fasta::barcode01.ffn:bc01_00288,-,bc01_00288,-,N,1014,70.32,0.768,,Cupin-like domain protein
fasta::barcode01.ffn:bc01_00289,-,bc01_00289,-,N,702,65.1,0.748,,SapC
fasta::barcode01.ffn:bc01_00290,-,bc01_00290,-,N,3012,64.41,0.77,,Vitamin B12 transporter BtuB
fasta::barcode01.ffn:bc01_00291,-,bc01_00291,-,N,690,65.65,0.785,,Disulfide-bond oxidoreductase YfcG
fasta::barcode01.ffn:bc01_00292,-,bc01_00292,-,N,2229,64.92,0.713,,Dipeptidyl aminopeptidase 4
fasta::barcode01.ffn:bc01_00293,-,bc01_00293,-,N,546,66.12,0.542,,Cytochrome oxidase complex assembly protein 1
fasta::barcode01.ffn:bc01_00294,-,bc01_00294,-,N,1800,66.72,0.759,,hypothetical protein
fasta::barcode01.ffn:bc01_00295,-,bc01_00295,-,N,504,70.04,0.612,,hypothetical protein
fasta::barcode01.ffn:bc01_00296,-,bc01_00296,-,N,249,63.86,0.672,,hypothetical protein
fasta::barcode01.ffn:bc01_00297,-,bc01_00297,-,N,990,64.95,0.744,,Delta-aminolevulinic acid dehydratase
fasta::barcode01.ffn:bc01_00298,-,bc01_00298,-,N,2604,69.85,0.688,,PepSY-associated TM region
fasta::barcode01.ffn:bc01_00299,-,bc01_00299,-,N,882,70.86,0.65,,WD40-like Beta Propeller Repeat protein
fasta::barcode01.ffn:bc01_00300,-,bc01_00300,-,N,852,71.48,0.776,,Shikimate dehydrogenase (NADP(+))
fasta::barcode01.ffn:bc01_00301,-,bc01_00301,-,N,354,69.49,0.729,,hypothetical protein
fasta::barcode01.ffn:bc01_00302,-,bc01_00302,-,N,228,68.86,0.683,,hypothetical protein
fasta::barcode01.ffn:bc01_00303,-,bc01_00303,-,N,2136,67.93,0.799,,ATP-dependent DNA helicase DinG
fasta::barcode01.ffn:bc01_00304,-,bc01_00304,-,N,594,62.96,0.375,,hypothetical protein
fasta::barcode01.ffn:bc01_00305,-,bc01_00305,-,N,1506,62.75,0.772,,catalase
fasta::barcode01.ffn:bc01_00306,-,bc01_00306,-,N,576,65.62,0.72,,Ankyrin repeats (3 copies)
fasta::barcode01.ffn:bc01_00307,-,bc01_00307,-,N,222,62.16,0.711,,hypothetical protein
fasta::barcode01.ffn:bc01_00308,-,bc01_00308,-,N,1101,69.57,0.69,,tRNA-dihydrouridine(20/20a) synthase
fasta::barcode01.ffn:bc01_00309,-,bc01_00309,-,N,378,67.99,0.516,,hypothetical protein
fasta::barcode01.ffn:bc01_00310,-,bc01_00310,-,N,684,61.99,0.716,,Possible two component system response transcriptional positive regulator PhoP 
fasta::barcode01.ffn:bc01_00311,-,bc01_00311,-,N,1416,64.97,0.737,,Possible two component system response sensor kinase membrane associated PhoR 
fasta::barcode01.ffn:bc01_00312,-,bc01_00312,-,N,1575,64.95,0.638,,hypothetical protein
fasta::barcode01.ffn:bc01_00313,-,bc01_00313,-,N,1188,66.41,0.639,,hypothetical protein
fasta::barcode01.ffn:bc01_00314,-,bc01_00314,-,N,756,66.8,0.707,,Protein MtfA
fasta::barcode01.ffn:bc01_00315,-,bc01_00315,-,N,276,68.12,0.571,,hypothetical protein
fasta::barcode01.ffn:bc01_00316,-,bc01_00316,-,N,966,73.19,0.667,,Bifunctional ligase/repressor BirA
fasta::barcode01.ffn:bc01_00317,-,bc01_00317,-,N,729,72.29,0.708,,Type III pantothenate kinase
fasta::barcode01.ffn:bc01_00318,-,bc01_00318,-,N,786,73.03,0.578,,SPOR domain protein
fasta::barcode01.ffn:bc01_00319,-,bc01_00319,-,N,76,61.84,0.346,,tRNA-Thr(tgt)
fasta::barcode01.ffn:bc01_00320,-,bc01_00320,-,N,390,62.05,0.721,,putative protein
fasta::barcode01.ffn:bc01_00321,-,bc01_00321,-,N,441,61,0.702,,SnoaL-like domain protein
fasta::barcode01.ffn:bc01_00322,-,bc01_00322,-,N,924,62.01,0.576,,HTH-type transcriptional activator RhaS
fasta::barcode01.ffn:bc01_00323,-,bc01_00323,-,N,684,70.18,0.703,,Thymidylate kinase
fasta::barcode01.ffn:bc01_00324,-,bc01_00324,-,N,309,66.99,0.79,,hypothetical protein
fasta::barcode01.ffn:bc01_00325,-,bc01_00325,-,N,204,63.24,0.784,,hypothetical protein
fasta::barcode01.ffn:bc01_00326,-,bc01_00326,-,N,918,68.63,0.661,,hypothetical protein
fasta::barcode01.ffn:bc01_00327,-,bc01_00327,-,N,360,61.67,0.734,,hypothetical protein
fasta::barcode01.ffn:bc01_00328,-,bc01_00328,-,N,561,66.13,0.596,,hypothetical protein
fasta::barcode01.ffn:bc01_00329,-,bc01_00329,-,N,924,67.21,0.743,,Arginase
fasta::barcode01.ffn:bc01_00330,-,bc01_00330,-,N,153,58.82,0.605,,hypothetical protein
fasta::barcode01.ffn:bc01_00331,-,bc01_00331,-,N,135,60.74,0.58,,hypothetical protein
fasta::barcode01.ffn:bc01_00332,-,bc01_00332,-,N,210,60.95,0.741,,hypothetical protein
fasta::barcode01.ffn:bc01_00333,-,bc01_00333,-,N,1296,64.74,0.709,,tRNA synthetases class I (W and Y)
fasta::barcode01.ffn:bc01_00334,-,bc01_00334,-,N,945,67.3,0.688,,Hydroxyacylglutathione hydrolase
fasta::barcode01.ffn:bc01_00335,-,bc01_00335,-,N,1827,66.39,0.653,,Peptidase family M28
fasta::barcode01.ffn:bc01_00336,-,bc01_00336,-,N,138,64.49,0.802,,hypothetical protein
fasta::barcode01.ffn:bc01_00337,-,bc01_00337,-,N,384,68.75,0.617,,Rap1a immunity proteins
fasta::barcode01.ffn:bc01_00338,-,bc01_00338,-,N,903,68.88,0.706,,putative inner membrane transporter YedA
fasta::barcode01.ffn:bc01_00339,-,bc01_00339,-,N,909,66.01,0.708,,Protein RarD
fasta::barcode01.ffn:bc01_00340,-,bc01_00340,-,N,978,69.53,0.488,,hypothetical protein
fasta::barcode01.ffn:bc01_00341,-,bc01_00341,-,N,1320,66.67,0.731,,MacB-like periplasmic core domain protein
fasta::barcode01.ffn:bc01_00342,-,bc01_00342,-,N,1161,62.53,0.724,,hypothetical protein
fasta::barcode01.ffn:bc01_00343,-,bc01_00343,-,N,690,64.06,0.764,,iron(III ABC transporter ATP-binding protein 
fasta::barcode01.ffn:bc01_00344,-,bc01_00344,-,N,1239,67.72,0.716,,membrane-fusion protein 
fasta::barcode01.ffn:bc01_00345,-,bc01_00345,-,N,1188,69.02,0.688,,Histidine kinase
fasta::barcode01.ffn:bc01_00346,-,bc01_00346,-,N,603,67.5,0.709,,transcriptional regulator RcsB 
fasta::barcode01.ffn:bc01_00347,-,bc01_00347,-,N,789,61.6,0.686,,Trehalose utilisation
fasta::barcode01.ffn:bc01_00348,-,bc01_00348,-,N,543,66.11,0.677,,Cytochrome b561 
fasta::barcode01.ffn:bc01_00349,-,bc01_00349,-,N,1092,68.86,0.691,,Catalase-related peroxidase
fasta::barcode01.ffn:bc01_00350,-,bc01_00350,-,N,1371,69.37,0.719,,cytosol aminopeptidase
fasta::barcode01.ffn:bc01_00351,-,bc01_00351,-,N,732,66.53,0.73,,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YigB
fasta::barcode01.ffn:bc01_00352,-,bc01_00352,-,N,1107,64.32,0.701,,AI-2 transport protein TqsA
fasta::barcode01.ffn:bc01_00353,-,bc01_00353,-,N,480,66.46,0.646,,hypothetical protein
fasta::barcode01.ffn:bc01_00354,-,bc01_00354,-,N,504,67.46,0.573,,hypothetical protein
fasta::barcode01.ffn:bc01_00355,-,bc01_00355,-,N,363,65.29,0.702,,hypothetical protein
fasta::barcode01.ffn:bc01_00356,-,bc01_00356,-,N,1437,66.53,0.708,,serine protease MucD precursor 
fasta::barcode01.ffn:bc01_00357,-,bc01_00357,-,N,780,66.67,0.736,,hypothetical protein
fasta::barcode01.ffn:bc01_00358,-,bc01_00358,-,N,663,64.1,0.679,,hypothetical protein
fasta::barcode01.ffn:bc01_00359,-,bc01_00359,-,N,288,69.44,0.662,,hypothetical protein
fasta::barcode01.ffn:bc01_00360,-,bc01_00360,-,N,1209,66.83,0.702,,Adaptive-response sensory-kinase SasA
fasta::barcode01.ffn:bc01_00361,-,bc01_00361,-,N,342,66.67,0.782,,biofilm-controlling response regulator 
fasta::barcode01.ffn:bc01_00362,-,bc01_00362,-,N,249,67.07,0.662,,Transcriptional regulatory protein BasR
fasta::barcode01.ffn:bc01_00363,-,bc01_00363,-,N,465,72.47,0.601,,hypothetical protein
fasta::barcode01.ffn:bc01_00364,-,bc01_00364,-,N,1383,69.99,0.733,,putative pyridine nucleotide-disulfide oxidoreductase RclA
fasta::barcode01.ffn:bc01_00365,-,bc01_00365,-,N,891,70.82,0.724,,Epimerase family protein
fasta::barcode01.ffn:bc01_00366,-,bc01_00366,-,N,594,66.16,0.689,,hypothetical protein
fasta::barcode01.ffn:bc01_00367,-,bc01_00367,-,N,267,64.04,0.511,,hypothetical protein
fasta::barcode01.ffn:bc01_00368,-,bc01_00368,-,N,282,57.09,0.554,,hypothetical protein
fasta::barcode01.ffn:bc01_00369,-,bc01_00369,-,N,183,59.56,0.519,,hypothetical protein
fasta::barcode01.ffn:bc01_00370,-,bc01_00370,-,N,1113,65.23,0.584,,hypothetical protein
fasta::barcode01.ffn:bc01_00371,-,bc01_00371,-,N,870,62.3,0.649,,Prolyl oligopeptidase family protein
fasta::barcode01.ffn:bc01_00372,-,bc01_00372,-,N,798,66.79,0.75,,hypothetical protein
fasta::barcode01.ffn:bc01_00373,-,bc01_00373,-,N,1221,65.77,0.775,,RNA-splicing ligase RtcB
fasta::barcode01.ffn:bc01_00374,-,bc01_00374,-,N,786,64.5,0.695,,SPFH domain / Band 7 family protein
fasta::barcode01.ffn:bc01_00375,-,bc01_00375,-,N,660,69.55,0.652,,Type-4 uracil-DNA glycosylase
fasta::barcode01.ffn:bc01_00376,-,bc01_00376,-,N,648,68.52,0.772,,HTH-type transcriptional repressor FabR
fasta::barcode01.ffn:bc01_00377,-,bc01_00377,-,N,1056,70.45,0.716,,NADPH oxidoreductase
fasta::barcode01.ffn:bc01_00378,-,bc01_00378,-,N,1122,64.88,0.816,,NADPH-dependent stearoyl-CoA 9-desaturase
fasta::barcode01.ffn:bc01_00379,-,bc01_00379,-,N,1560,68.72,0.709,,putative cyclic di-GMP phosphodiesterase PdeB
fasta::barcode01.ffn:bc01_00380,-,bc01_00380,-,N,177,64.97,0.793,,hypothetical protein
fasta::barcode01.ffn:bc01_00381,-,bc01_00381,-,N,510,62.75,0.656,,Outer membrane lipoprotein Blc
fasta::barcode01.ffn:bc01_00382,-,bc01_00382,-,N,1521,71.47,0.693,,Competence protein ComM
fasta::barcode01.ffn:bc01_00383,-,bc01_00383,-,N,273,68.13,0.736,,Ubiquinone biosynthesis accessory factor UbiK
fasta::barcode01.ffn:bc01_00384,-,bc01_00384,-,N,339,64.31,0.811,,Nitrogen regulatory protein P-II 2
fasta::barcode01.ffn:bc01_00385,-,bc01_00385,-,N,660,68.18,0.676,,hypothetical protein
fasta::barcode01.ffn:bc01_00386,-,bc01_00386,-,N,783,62.2,0.535,,hypothetical protein
fasta::barcode01.ffn:bc01_00387,-,bc01_00387,-,N,858,63.87,0.875,,Polyamine aminopropyltransferase
fasta::barcode01.ffn:bc01_00388,-,bc01_00388,-,N,1887,65.82,0.805,,Biosynthetic arginine decarboxylase
fasta::barcode01.ffn:bc01_00389,-,bc01_00389,-,N,3981,66.06,0.675,,Dimodular nonribosomal peptide synthase
fasta::barcode01.ffn:bc01_00390,-,bc01_00390,-,N,1335,69.44,0.656,,O-mycaminosyltylonolide 6-deoxyallosyltransferase
fasta::barcode01.ffn:bc01_00391,-,bc01_00391,-,N,1125,66.93,0.675,,O-acetyltransferase OatA
fasta::barcode01.ffn:bc01_00392,-,bc01_00392,-,N,756,67.99,0.768,,Serine 3-dehydrogenase
fasta::barcode01.ffn:bc01_00393,-,bc01_00393,-,N,555,69.37,0.657,,hypothetical protein
fasta::barcode01.ffn:bc01_00394,-,bc01_00394,-,N,861,70.85,0.643,,Cell division protein FtsN
fasta::barcode01.ffn:bc01_00395,-,bc01_00395,-,N,1689,65.36,0.774,,Arginine--tRNA ligase
fasta::barcode01.ffn:bc01_00396,-,bc01_00396,-,N,732,71.17,0.712,,hypothetical protein
fasta::barcode01.ffn:bc01_00397,-,bc01_00397,-,N,1260,69.37,0.695,,Coenzyme A biosynthesis bifunctional protein CoaBC
fasta::barcode01.ffn:bc01_00398,-,bc01_00398,-,N,459,67.97,0.744,,Deoxyuridine 5'-triphosphate nucleotidohydrolase
fasta::barcode01.ffn:bc01_00399,-,bc01_00399,-,N,2343,69.23,0.756,,Phosphoglucosamine mutase
fasta::barcode01.ffn:bc01_00400,-,bc01_00400,-,N,528,71.78,0.602,,hypothetical protein
fasta::barcode01.ffn:bc01_00401,-,bc01_00401,-,N,342,63.16,0.851,,hypothetical protein
fasta::barcode01.ffn:bc01_00402,-,bc01_00402,-,N,723,67.36,0.734,,bactoprenol glucosyl transferase 
fasta::barcode01.ffn:bc01_00403,-,bc01_00403,-,N,966,66.98,0.764,,NAD dependent epimerase 
fasta::barcode01.ffn:bc01_00404,-,bc01_00404,-,N,729,64.75,0.738,,Suppressor of fused protein (SUFU)
fasta::barcode01.ffn:bc01_00405,-,bc01_00405,-,N,387,68.73,0.737,,Pathogenicity locus
fasta::barcode01.ffn:bc01_00406,-,bc01_00406,-,N,930,69.78,0.787,,putative chromosome-partitioning protein ParB
fasta::barcode01.ffn:bc01_00407,-,bc01_00407,-,N,798,67.42,0.809,,CobQ/CobB/MinD/ParA family protein 
fasta::barcode01.ffn:bc01_00408,-,bc01_00408,-,N,663,68.17,0.757,,hypothetical protein
fasta::barcode01.ffn:bc01_00409,-,bc01_00409,-,N,756,67.99,0.647,,Orotate phosphoribosyltransferase
fasta::barcode01.ffn:bc01_00410,-,bc01_00410,-,N,801,65.04,0.811,,Exodeoxyribonuclease
fasta::barcode01.ffn:bc01_00411,-,bc01_00411,-,N,1296,64.81,0.691,,Anhydromuropeptide permease
fasta::barcode01.ffn:bc01_00412,-,bc01_00412,-,N,228,63.6,0.665,,hypothetical protein
fasta::barcode01.ffn:bc01_00413,-,bc01_00413,-,N,1134,70.55,0.658,,Anhydro-N-acetylmuramic acid kinase
fasta::barcode01.ffn:bc01_00414,-,bc01_00414,-,N,1419,66.1,0.728,,Peptidase family M23
fasta::barcode01.ffn:bc01_00415,-,bc01_00415,-,N,1212,64.27,0.673,,Tyrosine--tRNA ligase
fasta::barcode01.ffn:bc01_00416,-,bc01_00416,-,N,1543,54.96,0.308,,16S ribosomal RNA
fasta::barcode01.ffn:bc01_00417,-,bc01_00417,-,N,76,64.47,0.388,,tRNA-Ala(tgc)
fasta::barcode01.ffn:bc01_00418,-,bc01_00418,-,N,77,58.44,0.326,,tRNA-Ile(gat)
fasta::barcode01.ffn:bc01_00419,-,bc01_00419,-,N,2880,53.26,0.314,,23S ribosomal RNA
fasta::barcode01.ffn:bc01_00420,-,bc01_00420,-,N,105,58.1,0.498,,5S ribosomal RNA
fasta::barcode01.ffn:bc01_00421,-,bc01_00421,-,N,3201,65.54,0.687,,Bifunctional protein PutA
fasta::barcode01.ffn:bc01_00422,-,bc01_00422,-,N,477,62.68,0.452,,hypothetical protein
fasta::barcode01.ffn:bc01_00423,-,bc01_00423,-,N,984,64.53,0.611,,Cytochrome C oxidase subunit II periplasmic domain
fasta::barcode01.ffn:bc01_00424,-,bc01_00424,-,N,1605,59.69,0.687,,Cytochrome c oxidase subunit 1
fasta::barcode01.ffn:bc01_00425,-,bc01_00425,-,N,174,66.09,0.52,,hypothetical protein
fasta::barcode01.ffn:bc01_00426,-,bc01_00426,-,N,597,63.99,0.66,,Cytochrome c oxidase assembly protein CtaG
fasta::barcode01.ffn:bc01_00427,-,bc01_00427,-,N,876,61.19,0.706,,Cytochrome c oxidase subunit 3
fasta::barcode01.ffn:bc01_00428,-,bc01_00428,-,N,219,61.64,0.672,,hypothetical protein
fasta::barcode01.ffn:bc01_00429,-,bc01_00429,-,N,726,67.77,0.518,,SURF1 family protein
fasta::barcode01.ffn:bc01_00430,-,bc01_00430,-,N,576,70.14,0.697,,hypothetical protein
fasta::barcode01.ffn:bc01_00431,-,bc01_00431,-,N,1164,68.38,0.728,,Heme A synthase
fasta::barcode01.ffn:bc01_00432,-,bc01_00432,-,N,897,63.88,0.739,,Protoheme IX farnesyltransferase
fasta::barcode01.ffn:bc01_00433,-,bc01_00433,-,N,1578,67.05,0.64,,Thiol:disulfide interchange protein DsbD
fasta::barcode01.ffn:bc01_00434,-,bc01_00434,-,N,993,66.06,0.706,,hypothetical protein
fasta::barcode01.ffn:bc01_00435,-,bc01_00435,-,N,498,71.49,0.676,,hypothetical protein
fasta::barcode01.ffn:bc01_00436,-,bc01_00436,-,N,1749,65.18,0.723,,DNA primase
fasta::barcode01.ffn:bc01_00437,-,bc01_00437,-,N,948,64.14,0.68,,serum resistance protein 
fasta::barcode01.ffn:bc01_00438,-,bc01_00438,-,N,699,66.24,0.446,,hypothetical protein
fasta::barcode01.ffn:bc01_00439,-,bc01_00439,-,N,447,64.21,0.81,,Coxiella Dot/Icm type IVB secretion system translocated effector 
fasta::barcode01.ffn:bc01_00440,-,bc01_00440,-,N,216,62.96,0.682,,30S ribosomal protein S21
fasta::barcode01.ffn:bc01_00441,-,bc01_00441,-,N,162,62.35,0.444,,hypothetical protein
fasta::barcode01.ffn:bc01_00442,-,bc01_00442,-,N,1065,71.08,0.752,,tRNA N6-adenosine threonylcarbamoyltransferase
fasta::barcode01.ffn:bc01_00443,-,bc01_00443,-,N,354,62.99,0.704,,Dihydroneopterin aldolase
fasta::barcode01.ffn:bc01_00444,-,bc01_00444,-,N,2172,67.31,0.758,,Putative beta-xylosidase
fasta::barcode01.ffn:bc01_00445,-,bc01_00445,-,N,1179,65.56,0.661,,Aldose sugar dehydrogenase YliI
fasta::barcode01.ffn:bc01_00446,-,bc01_00446,-,N,435,60,0.611,,Inner membrane protein YiaA
fasta::barcode01.ffn:bc01_00447,-,bc01_00447,-,N,348,61.21,0.671,,hypothetical protein
fasta::barcode01.ffn:bc01_00448,-,bc01_00448,-,N,498,67.47,0.573,,hypothetical protein
fasta::barcode01.ffn:bc01_00449,-,bc01_00449,-,N,1302,67.43,0.701,,Serine/threonine exchanger SteT
fasta::barcode01.ffn:bc01_00450,-,bc01_00450,-,N,777,69.76,0.721,,hypothetical protein
fasta::barcode01.ffn:bc01_00451,-,bc01_00451,-,N,1095,66.39,0.731,,L-Ala-D/L-Glu epimerase
fasta::barcode01.ffn:bc01_00452,-,bc01_00452,-,N,1410,68.51,0.64,,SH3 domain (SH3b1 type)
fasta::barcode01.ffn:bc01_00453,-,bc01_00453,-,N,801,69.79,0.697,,N-acetylmuramoyl-L-alanine amidase
fasta::barcode01.ffn:bc01_00454,-,bc01_00454,-,N,918,63.73,0.633,,hypothetical protein
fasta::barcode01.ffn:bc01_00455,-,bc01_00455,-,N,306,57.19,0.505,,Lysozyme inhibitor LprI
fasta::barcode01.ffn:bc01_00456,-,bc01_00456,-,N,1362,56.31,0.499,,Putative peptidoglycan binding domain protein
fasta::barcode01.ffn:bc01_00457,-,bc01_00457,-,N,777,65.64,0.605,,D-alanyl-D-alanine dipeptidase
fasta::barcode01.ffn:bc01_00458,-,bc01_00458,-,N,198,61.62,0.742,,Cysteine-rich CPXCG
fasta::barcode01.ffn:bc01_00459,-,bc01_00459,-,N,378,63.49,0.578,,hypothetical protein
fasta::barcode01.ffn:bc01_00460,-,bc01_00460,-,N,348,65.52,0.622,,hypothetical protein
fasta::barcode01.ffn:bc01_00461,-,bc01_00461,-,N,309,72.82,0.666,,hypothetical protein
fasta::barcode01.ffn:bc01_00462,-,bc01_00462,-,N,753,64.67,0.747,,hypothetical protein
fasta::barcode01.ffn:bc01_00463,-,bc01_00463,-,N,567,65.61,0.626,,hypothetical protein
fasta::barcode01.ffn:bc01_00464,-,bc01_00464,-,N,612,70.42,0.685,,hypothetical protein
fasta::barcode01.ffn:bc01_00465,-,bc01_00465,-,N,1368,67.4,0.709,,putative protein
fasta::barcode01.ffn:bc01_00466,-,bc01_00466,-,N,1272,67.77,0.638,,Sigma-70 region 2
fasta::barcode01.ffn:bc01_00467,-,bc01_00467,-,N,357,65.27,0.58,,hypothetical protein
fasta::barcode01.ffn:bc01_00468,-,bc01_00468,-,N,435,64.83,0.707,,hypothetical protein
fasta::barcode01.ffn:bc01_00469,-,bc01_00469,-,N,420,65.48,0.656,,YCII-related domain protein
fasta::barcode01.ffn:bc01_00470,-,bc01_00470,-,N,3141,65.27,0.729,,acriflavine resistance protein B 
fasta::barcode01.ffn:bc01_00471,-,bc01_00471,-,N,3249,66.42,0.774,,acriflavine resistance protein B 
fasta::barcode01.ffn:bc01_00472,-,bc01_00472,-,N,1242,69.57,0.788,,membrane-fusion protein 
