USA,Database,Name,Accession,Type,Length,GC,CAI,Organism,Description
fasta::barcode71.ffn:bc71_00242,-,bc71_00242,-,N,633,68.88,0.748,,HTH-type transcriptional regulator RutR
fasta::barcode71.ffn:bc71_00243,-,bc71_00243,-,N,342,67.84,0.731,,hypothetical protein
fasta::barcode71.ffn:bc71_00244,-,bc71_00244,-,N,726,72.45,0.667,,Helix-turn-helix domain protein
fasta::barcode71.ffn:bc71_00245,-,bc71_00245,-,N,957,64.99,0.681,,HTH-type transcriptional regulator CysB
fasta::barcode71.ffn:bc71_00246,-,bc71_00246,-,N,1623,67.28,0.732,,Malate synthase A
fasta::barcode71.ffn:bc71_00247,-,bc71_00247,-,N,1296,63.43,0.736,,Isocitrate lyase Icl (isocitrase (isocitratase 
fasta::barcode71.ffn:bc71_00248,-,bc71_00248,-,N,1044,64.75,0.754,,Diguanylate cyclase GGDEF domain
fasta::barcode71.ffn:bc71_00249,-,bc71_00249,-,N,2661,64.41,0.575,,hypothetical protein
fasta::barcode71.ffn:bc71_00250,-,bc71_00250,-,N,339,58.41,0.598,,hypothetical protein
fasta::barcode71.ffn:bc71_00251,-,bc71_00251,-,N,1197,62.32,0.52,,Nitroreductase family protein
fasta::barcode71.ffn:bc71_00252,-,bc71_00252,-,N,2094,65.57,0.742,,Dipeptidyl aminopeptidase BIII
fasta::barcode71.ffn:bc71_00253,-,bc71_00253,-,N,2043,68.28,0.721,,Acetyl-/propionyl-coenzyme A carboxylase alpha chain
fasta::barcode71.ffn:bc71_00254,-,bc71_00254,-,N,1611,65.61,0.726,,Propionyl-CoA carboxylase beta chain
fasta::barcode71.ffn:bc71_00255,-,bc71_00255,-,N,1164,65.64,0.742,,colibactin biosynthesis dehydrogenase ClbF 
fasta::barcode71.ffn:bc71_00256,-,bc71_00256,-,N,618,70.06,0.691,,Nucleoid occlusion factor SlmA
fasta::barcode71.ffn:bc71_00257,-,bc71_00257,-,N,375,64.8,0.642,,hypothetical protein
fasta::barcode71.ffn:bc71_00258,-,bc71_00258,-,N,537,70.2,0.721,,RES domain protein
fasta::barcode71.ffn:bc71_00259,-,bc71_00259,-,N,336,66.37,0.621,,hypothetical protein
fasta::barcode71.ffn:bc71_00260,-,bc71_00260,-,N,1617,66.6,0.727,,PepSY-associated TM region
fasta::barcode71.ffn:bc71_00261,-,bc71_00261,-,N,306,72.22,0.708,,hypothetical protein
fasta::barcode71.ffn:bc71_00262,-,bc71_00262,-,N,648,66.98,0.801,,hypothetical protein
fasta::barcode71.ffn:bc71_00263,-,bc71_00263,-,N,519,65.51,0.708,,Cytochrome C oxidase cbb3-type subunit III
fasta::barcode71.ffn:bc71_00264,-,bc71_00264,-,N,1719,70.22,0.775,,hypothetical protein
fasta::barcode71.ffn:bc71_00265,-,bc71_00265,-,N,384,71.35,0.644,,MerC mercury resistance protein
fasta::barcode71.ffn:bc71_00266,-,bc71_00266,-,N,1326,66.44,0.706,,Putative metal chaperone YciC
fasta::barcode71.ffn:bc71_00267,-,bc71_00267,-,N,1236,63.59,0.515,,XopR
fasta::barcode71.ffn:bc71_00268,-,bc71_00268,-,N,876,66.1,0.614,,EamA-like transporter family protein
fasta::barcode71.ffn:bc71_00269,-,bc71_00269,-,N,663,68.17,0.669,,Coxiella Dot/Icm type IVB secretion system translocated effector 
fasta::barcode71.ffn:bc71_00270,-,bc71_00270,-,N,1095,66.39,0.785,,Cell division protein ZapE
fasta::barcode71.ffn:bc71_00271,-,bc71_00271,-,N,681,64.17,0.666,,hypothetical protein
fasta::barcode71.ffn:bc71_00272,-,bc71_00272,-,N,462,65.8,0.745,,Organic hydroperoxide resistance transcriptional regulator
fasta::barcode71.ffn:bc71_00273,-,bc71_00273,-,N,429,67.37,0.734,,Organic hydroperoxide resistance protein OhrA
fasta::barcode71.ffn:bc71_00274,-,bc71_00274,-,N,312,69.87,0.66,,hypothetical protein
fasta::barcode71.ffn:bc71_00275,-,bc71_00275,-,N,618,65.37,0.738,,lipase/esterase
fasta::barcode71.ffn:bc71_00276,-,bc71_00276,-,N,615,65.53,0.425,,hypothetical protein
fasta::barcode71.ffn:bc71_00277,-,bc71_00277,-,N,417,65.47,0.708,,hypothetical protein
fasta::barcode71.ffn:bc71_00278,-,bc71_00278,-,N,303,62.38,0.587,,hypothetical protein
fasta::barcode71.ffn:bc71_00279,-,bc71_00279,-,N,804,64.18,0.712,,25-diketo-D-gluconic acid reductase B
fasta::barcode71.ffn:bc71_00280,-,bc71_00280,-,N,1029,67.64,0.756,,NADPH-dependent curcumin reductase
fasta::barcode71.ffn:bc71_00281,-,bc71_00281,-,N,969,65.74,0.745,,1-deoxyxylulose-5-phosphate synthase YajO
fasta::barcode71.ffn:bc71_00282,-,bc71_00282,-,N,855,65.61,0.739,,hypothetical protein
fasta::barcode71.ffn:bc71_00283,-,bc71_00283,-,N,564,69.15,0.669,,Ribosomal large subunit pseudouridine synthase E
fasta::barcode71.ffn:bc71_00284,-,bc71_00284,-,N,432,67.82,0.664,,hypothetical protein
fasta::barcode71.ffn:bc71_00285,-,bc71_00285,-,N,2502,71.94,0.742,,ATP-dependent RNA helicase HrpB
fasta::barcode71.ffn:bc71_00286,-,bc71_00286,-,N,2118,67.04,0.748,,Methyl-accepting chemotaxis protein (MCP) signalling domain protein
fasta::barcode71.ffn:bc71_00287,-,bc71_00287,-,N,114,69.3,0.53,,hypothetical protein
fasta::barcode71.ffn:bc71_00288,-,bc71_00288,-,N,474,64.98,0.772,,hypothetical protein
fasta::barcode71.ffn:bc71_00289,-,bc71_00289,-,N,333,70.57,0.77,,5-hydroxyisourate hydrolase
fasta::barcode71.ffn:bc71_00290,-,bc71_00290,-,N,1422,70.53,0.765,,FAD-dependent urate hydroxylase
fasta::barcode71.ffn:bc71_00291,-,bc71_00291,-,N,492,67.07,0.745,,Uric acid degradation bifunctional protein PucL
fasta::barcode71.ffn:bc71_00292,-,bc71_00292,-,N,396,65.4,0.737,,hypothetical protein
fasta::barcode71.ffn:bc71_00293,-,bc71_00293,-,N,891,66.78,0.711,,CE4: acetyl xylan esterase  and 4 other functions.
fasta::barcode71.ffn:bc71_00294,-,bc71_00294,-,N,1257,68.5,0.73,,(S)-ureidoglycine--glyoxylate transaminase
fasta::barcode71.ffn:bc71_00295,-,bc71_00295,-,N,1272,71.78,0.722,,allantoate amidohydrolase 
fasta::barcode71.ffn:bc71_00296,-,bc71_00296,-,N,894,67.79,0.792,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_00297,-,bc71_00297,-,N,291,67.01,0.656,,Enoyl-(Acyl carrier protein) reductase
fasta::barcode71.ffn:bc71_00298,-,bc71_00298,-,N,1197,65.91,0.655,,Purine ribonucleoside efflux pump NepI
fasta::barcode71.ffn:bc71_00299,-,bc71_00299,-,N,705,66.1,0.623,,Endonuclease/Exonuclease/phosphatase family protein
fasta::barcode71.ffn:bc71_00300,-,bc71_00300,-,N,1020,63.82,0.604,,Cardiolipin synthase B
fasta::barcode71.ffn:bc71_00301,-,bc71_00301,-,N,1581,69.89,0.717,,gamma-glutamyltranspeptidase
fasta::barcode71.ffn:bc71_00302,-,bc71_00302,-,N,1461,71.05,0.693,,colibactin biosynthesis amidase ClbL 
fasta::barcode71.ffn:bc71_00303,-,bc71_00303,-,N,1164,65.64,0.642,,Pyrimidine-specific ribonucleoside hydrolase RihB
fasta::barcode71.ffn:bc71_00304,-,bc71_00304,-,N,1569,67.56,0.683,,Adenosine deaminase
fasta::barcode71.ffn:bc71_00305,-,bc71_00305,-,N,1314,68.49,0.716,,Adenine permease AdeQ
fasta::barcode71.ffn:bc71_00306,-,bc71_00306,-,N,960,69.79,0.758,,Oxidoreductase NdmD
fasta::barcode71.ffn:bc71_00307,-,bc71_00307,-,N,1053,68,0.836,,Methylxanthine N1-demethylase NdmA
fasta::barcode71.ffn:bc71_00308,-,bc71_00308,-,N,918,69.5,0.796,,LysR substrate binding domain protein
fasta::barcode71.ffn:bc71_00309,-,bc71_00309,-,N,807,66.17,0.77,,3'-5' ssDNA/RNA exonuclease TatD
fasta::barcode71.ffn:bc71_00310,-,bc71_00310,-,N,669,66.52,0.646,,hypothetical protein
fasta::barcode71.ffn:bc71_00311,-,bc71_00311,-,N,924,67.75,0.681,,HTH-type transcriptional regulator BenM
fasta::barcode71.ffn:bc71_00312,-,bc71_00312,-,N,1269,68.79,0.692,,Inner membrane transport protein YnfM
fasta::barcode71.ffn:bc71_00313,-,bc71_00313,-,N,1029,67.06,0.694,,hypothetical protein
fasta::barcode71.ffn:bc71_00314,-,bc71_00314,-,N,885,65.54,0.766,,TonB dependent receptor
fasta::barcode71.ffn:bc71_00315,-,bc71_00315,-,N,1638,65.38,0.751,,TonB-dependent Receptor Plug Domain protein
fasta::barcode71.ffn:bc71_00316,-,bc71_00316,-,N,180,65.56,0.702,,NAD-dependent protein lipoamidase sirtuin-4 mitochondrial
fasta::barcode71.ffn:bc71_00317,-,bc71_00317,-,N,666,70.12,0.758,,NAD-dependent protein deacetylase
fasta::barcode71.ffn:bc71_00318,-,bc71_00318,-,N,1131,68.88,0.766,,NADPH dehydrogenase
fasta::barcode71.ffn:bc71_00319,-,bc71_00319,-,N,876,69.63,0.706,,2-(hydroxymethyl)glutarate dehydrogenase
fasta::barcode71.ffn:bc71_00320,-,bc71_00320,-,N,393,66.92,0.753,,hypothetical protein
fasta::barcode71.ffn:bc71_00321,-,bc71_00321,-,N,852,64.91,0.709,,Formyltetrahydrofolate deformylase
fasta::barcode71.ffn:bc71_00322,-,bc71_00322,-,N,918,66.12,0.539,,IS5 family transposase IS4811
fasta::barcode71.ffn:bc71_00323,-,bc71_00323,-,N,759,65.09,0.558,,23-dihydroxybenzoate-23-dehydrogenase DhbA 
fasta::barcode71.ffn:bc71_00324,-,bc71_00324,-,N,1962,68.04,0.669,,hypothetical protein
fasta::barcode71.ffn:bc71_00325,-,bc71_00325,-,N,873,66.44,0.586,,Methylenetetrahydrofolate reductase
fasta::barcode71.ffn:bc71_00326,-,bc71_00326,-,N,906,64.68,0.685,,transcriptional regulator PtxR 
fasta::barcode71.ffn:bc71_00327,-,bc71_00327,-,N,594,65.32,0.622,,NADH-dependent FMN reductase SfnF
fasta::barcode71.ffn:bc71_00328,-,bc71_00328,-,N,1020,56.67,0.621,,hypothetical protein
fasta::barcode71.ffn:bc71_00329,-,bc71_00329,-,N,1032,60.27,0.659,,2-hydroxypropyl-CoM lyase
fasta::barcode71.ffn:bc71_00330,-,bc71_00330,-,N,921,57.22,0.427,,Abi-like protein
fasta::barcode71.ffn:bc71_00331,-,bc71_00331,-,N,1440,66.25,0.763,,Phosphate-selective porin O and P
fasta::barcode71.ffn:bc71_00332,-,bc71_00332,-,N,642,70.56,0.467,,hypothetical protein
fasta::barcode71.ffn:bc71_00333,-,bc71_00333,-,N,888,70.83,0.707,,Quinone oxidoreductase 2
fasta::barcode71.ffn:bc71_00334,-,bc71_00334,-,N,429,66.67,0.762,,HxlR-like helix-turn-helix
fasta::barcode71.ffn:bc71_00335,-,bc71_00335,-,N,501,74.25,0.603,,hypothetical protein
fasta::barcode71.ffn:bc71_00336,-,bc71_00336,-,N,2112,66.48,0.671,,Methyl-accepting chemotaxis protein (MCP) signalling domain protein
fasta::barcode71.ffn:bc71_00337,-,bc71_00337,-,N,189,68.78,0.688,,hypothetical protein
fasta::barcode71.ffn:bc71_00338,-,bc71_00338,-,N,378,60.05,0.588,,hypothetical protein
fasta::barcode71.ffn:bc71_00339,-,bc71_00339,-,N,387,60.72,0.54,,hypothetical protein
fasta::barcode71.ffn:bc71_00340,-,bc71_00340,-,N,792,57.95,0.48,,hypothetical protein
fasta::barcode71.ffn:bc71_00341,-,bc71_00341,-,N,459,57.08,0.446,,hypothetical protein
fasta::barcode71.ffn:bc71_00342,-,bc71_00342,-,N,456,58.55,0.446,,hypothetical protein
fasta::barcode71.ffn:bc71_00343,-,bc71_00343,-,N,363,46.28,0.31,,hypothetical protein
fasta::barcode71.ffn:bc71_00344,-,bc71_00344,-,N,249,58.23,0.446,,hypothetical protein
fasta::barcode71.ffn:bc71_00345,-,bc71_00345,-,N,441,50.11,0.363,,hypothetical protein
fasta::barcode71.ffn:bc71_00346,-,bc71_00346,-,N,489,56.24,0.387,,hypothetical protein
fasta::barcode71.ffn:bc71_00347,-,bc71_00347,-,N,327,54.74,0.389,,hypothetical protein
fasta::barcode71.ffn:bc71_00348,-,bc71_00348,-,N,321,63.24,0.415,,hypothetical protein
fasta::barcode71.ffn:bc71_00349,-,bc71_00349,-,N,834,52.52,0.391,,hypothetical protein
fasta::barcode71.ffn:bc71_00350,-,bc71_00350,-,N,249,58.23,0.446,,hypothetical protein
fasta::barcode71.ffn:bc71_00351,-,bc71_00351,-,N,1014,66.67,0.595,,Tyrosine recombinase XerC
fasta::barcode71.ffn:bc71_00352,-,bc71_00352,-,N,1839,64.82,0.743,,Dihydroxy-acid dehydratase
fasta::barcode71.ffn:bc71_00353,-,bc71_00353,-,N,267,71.91,0.682,,hypothetical protein
fasta::barcode71.ffn:bc71_00354,-,bc71_00354,-,N,897,67.56,0.767,,hypothetical protein
fasta::barcode71.ffn:bc71_00355,-,bc71_00355,-,N,546,65.93,0.794,,hypothetical protein
fasta::barcode71.ffn:bc71_00356,-,bc71_00356,-,N,357,63.31,0.431,,hypothetical protein
fasta::barcode71.ffn:bc71_00357,-,bc71_00357,-,N,1311,68.27,0.625,,3-hydroxybenzoate transporter MhbT
fasta::barcode71.ffn:bc71_00358,-,bc71_00358,-,N,1242,65.38,0.709,,Cyclic di-GMP phosphodiesterase
fasta::barcode71.ffn:bc71_00359,-,bc71_00359,-,N,477,67.92,0.701,,MarR family protein
fasta::barcode71.ffn:bc71_00360,-,bc71_00360,-,N,411,63.26,0.669,,Putative MetA-pathway of phenol degradation
fasta::barcode71.ffn:bc71_00361,-,bc71_00361,-,N,768,66.67,0.719,,23-dihydroxybenzoate-23-dehydrogenase DhbA 
fasta::barcode71.ffn:bc71_00362,-,bc71_00362,-,N,1482,66.8,0.713,,Benzaldehyde dehydrogenase [NAD(+)]
fasta::barcode71.ffn:bc71_00363,-,bc71_00363,-,N,897,67.22,0.59,,Helix-turn-helix domain protein
fasta::barcode71.ffn:bc71_00364,-,bc71_00364,-,N,1185,66.41,0.675,,p-hydroxybenzoate hydroxylase
fasta::barcode71.ffn:bc71_00365,-,bc71_00365,-,N,513,61.6,0.753,,hypothetical protein
fasta::barcode71.ffn:bc71_00366,-,bc71_00366,-,N,1500,63.53,0.79,,Glycerol kinase
fasta::barcode71.ffn:bc71_00367,-,bc71_00367,-,N,825,64.73,0.687,,Glycerol uptake facilitator protein
fasta::barcode71.ffn:bc71_00368,-,bc71_00368,-,N,1527,67.78,0.725,,D-erythritol 1-phosphate dehydrogenase
fasta::barcode71.ffn:bc71_00369,-,bc71_00369,-,N,822,67.15,0.724,,Glycerol-3-phosphate regulon repressor
fasta::barcode71.ffn:bc71_00370,-,bc71_00370,-,N,984,67.78,0.72,,Phenoxybenzoate dioxygenase subunit beta
fasta::barcode71.ffn:bc71_00371,-,bc71_00371,-,N,1077,66.85,0.803,,Toluene-4-sulfonate monooxygenase system iron-sulfur subunit TsaM1
fasta::barcode71.ffn:bc71_00372,-,bc71_00372,-,N,864,68.29,0.767,,3-oxoadipate CoA-transferase subunit A
fasta::barcode71.ffn:bc71_00373,-,bc71_00373,-,N,789,68.57,0.678,,3-oxoadipate CoA-transferase subunit B
fasta::barcode71.ffn:bc71_00374,-,bc71_00374,-,N,1209,70.14,0.715,,Beta-ketoadipyl-CoA thiolase
fasta::barcode71.ffn:bc71_00375,-,bc71_00375,-,N,732,66.94,0.668,,Protocatechuate 34-dioxygenase beta chain
fasta::barcode71.ffn:bc71_00376,-,bc71_00376,-,N,564,69.15,0.675,,Protocatechuate 34-dioxygenase alpha chain
fasta::barcode71.ffn:bc71_00377,-,bc71_00377,-,N,1353,71.62,0.734,,3-carboxy-ciscis-muconate cycloisomerase
fasta::barcode71.ffn:bc71_00378,-,bc71_00378,-,N,783,66.54,0.667,,3-oxoadipate enol-lactonase 2
fasta::barcode71.ffn:bc71_00379,-,bc71_00379,-,N,405,67.41,0.722,,Carboxymuconolactone decarboxylase family protein
fasta::barcode71.ffn:bc71_00380,-,bc71_00380,-,N,927,71.09,0.679,,2-succinyl-6-hydroxy-24-cyclohexadiene-1-carboxylate synthase
fasta::barcode71.ffn:bc71_00381,-,bc71_00381,-,N,861,70.73,0.707,,DNA-binding transcriptional repressor AllR 
fasta::barcode71.ffn:bc71_00382,-,bc71_00382,-,N,858,65.5,0.779,,RIO1 family protein
fasta::barcode71.ffn:bc71_00383,-,bc71_00383,-,N,969,68.42,0.671,,lipase/esterase
fasta::barcode71.ffn:bc71_00384,-,bc71_00384,-,N,765,59.48,0.688,,hypothetical protein
fasta::barcode71.ffn:bc71_00385,-,bc71_00385,-,N,1905,67.56,0.757,,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
fasta::barcode71.ffn:bc71_00386,-,bc71_00386,-,N,471,69.43,0.628,,hypothetical protein
fasta::barcode71.ffn:bc71_00387,-,bc71_00387,-,N,960,71.56,0.683,,L-threo-3-hydroxyaspartate ammonia-lyase
fasta::barcode71.ffn:bc71_00388,-,bc71_00388,-,N,618,70.87,0.771,,hypothetical protein
fasta::barcode71.ffn:bc71_00389,-,bc71_00389,-,N,420,65.24,0.783,,SnoaL-like domain protein
fasta::barcode71.ffn:bc71_00390,-,bc71_00390,-,N,906,66,0.806,,Aspartyl/Asparaginyl beta-hydroxylase
fasta::barcode71.ffn:bc71_00391,-,bc71_00391,-,N,885,70.51,0.761,,Malonyl-[acyl-carrier protein] O-methyltransferase
fasta::barcode71.ffn:bc71_00392,-,bc71_00392,-,N,783,70.88,0.73,,flagellar-related 3-oxoacyl-ACP reductase 
fasta::barcode71.ffn:bc71_00393,-,bc71_00393,-,N,762,71.26,0.679,,Pimeloyl-[acyl-carrier protein] methyl ester esterase
fasta::barcode71.ffn:bc71_00394,-,bc71_00394,-,N,366,70.22,0.751,,hypothetical protein
fasta::barcode71.ffn:bc71_00395,-,bc71_00395,-,N,1206,69.9,0.736,,8-amino-7-oxononanoate synthase 
fasta::barcode71.ffn:bc71_00396,-,bc71_00396,-,N,1035,67.44,0.79,,biotin synthase 
fasta::barcode71.ffn:bc71_00397,-,bc71_00397,-,N,726,70.25,0.633,,hypothetical protein
fasta::barcode71.ffn:bc71_00398,-,bc71_00398,-,N,906,67.33,0.744,,4-hydroxybenzoate octaprenyltransferase
fasta::barcode71.ffn:bc71_00399,-,bc71_00399,-,N,77,63.64,0.329,,tRNA-Arg(ccg)
fasta::barcode71.ffn:bc71_00400,-,bc71_00400,-,N,447,59.73,0.454,,Prophage integrase IntS
fasta::barcode71.ffn:bc71_00401,-,bc71_00401,-,N,1158,62.18,0.494,,IS4 family transposase IS1481A
fasta::barcode71.ffn:bc71_00402,-,bc71_00402,-,N,2136,60.86,0.514,,Metal-pseudopaline receptor CntO
fasta::barcode71.ffn:bc71_00403,-,bc71_00403,-,N,705,58.16,0.575,,superoxide dismutase 
fasta::barcode71.ffn:bc71_00404,-,bc71_00404,-,N,2604,60.6,0.514,,Vitamin B12 transporter BtuB
fasta::barcode71.ffn:bc71_00405,-,bc71_00405,-,N,1338,63.9,0.592,,IS5 family transposase IS1478
fasta::barcode71.ffn:bc71_00406,-,bc71_00406,-,N,1296,55.94,0.405,,Isopenicillin N epimerase
fasta::barcode71.ffn:bc71_00407,-,bc71_00407,-,N,264,59.09,0.669,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_00408,-,bc71_00408,-,N,816,61.52,0.611,,IS3 family transposase IS1404
fasta::barcode71.ffn:bc71_00409,-,bc71_00409,-,N,342,67.54,0.727,,hypothetical protein
fasta::barcode71.ffn:bc71_00410,-,bc71_00410,-,N,2424,64.77,0.671,,Mechanosensitive ion channel
fasta::barcode71.ffn:bc71_00411,-,bc71_00411,-,N,2109,64.63,0.705,,Phosphoglycerol transferase I
fasta::barcode71.ffn:bc71_00412,-,bc71_00412,-,N,1725,67.88,0.773,,protein kinase UbiB
fasta::barcode71.ffn:bc71_00413,-,bc71_00413,-,N,987,67.17,0.775,,Inner membrane protein YedI
fasta::barcode71.ffn:bc71_00414,-,bc71_00414,-,N,1377,64.12,0.562,,Glycosyl hydrolase-like 10
fasta::barcode71.ffn:bc71_00415,-,bc71_00415,-,N,1623,68.02,0.716,,Diguanylate cyclase GGDEF domain
fasta::barcode71.ffn:bc71_00416,-,bc71_00416,-,N,1587,68.87,0.761,,Glycogen synthase
fasta::barcode71.ffn:bc71_00417,-,bc71_00417,-,N,2235,68.9,0.757,,14-alpha-glucan branching enzyme GlgB
fasta::barcode71.ffn:bc71_00418,-,bc71_00418,-,N,1758,68.32,0.753,,GH13: alpha-amylase  and 31 other functions.
fasta::barcode71.ffn:bc71_00419,-,bc71_00419,-,N,1932,72.1,0.754,,4-alpha-glucanotransferase
fasta::barcode71.ffn:bc71_00420,-,bc71_00420,-,N,2619,70.03,0.774,,Maltooligosyl trehalose synthase
fasta::barcode71.ffn:bc71_00421,-,bc71_00421,-,N,189,70.37,0.662,,hypothetical protein
fasta::barcode71.ffn:bc71_00422,-,bc71_00422,-,N,2163,64.77,0.736,,Glycogen operon protein GlgX 
fasta::barcode71.ffn:bc71_00423,-,bc71_00423,-,N,633,68.25,0.697,,hypothetical protein
fasta::barcode71.ffn:bc71_00424,-,bc71_00424,-,N,759,67.59,0.67,,short chain dehydrogenase/reductase family oxidoreductase 
fasta::barcode71.ffn:bc71_00425,-,bc71_00425,-,N,1410,69.08,0.641,,FAD-NAD(P)-binding protein
fasta::barcode71.ffn:bc71_00426,-,bc71_00426,-,N,432,64.81,0.692,,VirK protein
fasta::barcode71.ffn:bc71_00427,-,bc71_00427,-,N,1473,72.78,0.751,,outer membrane protein 
fasta::barcode71.ffn:bc71_00428,-,bc71_00428,-,N,624,63.3,0.74,,Bacterial regulatory proteins tetR family
fasta::barcode71.ffn:bc71_00429,-,bc71_00429,-,N,1116,72.49,0.681,,Toluene efflux pump periplasmic linker protein TtgD
fasta::barcode71.ffn:bc71_00430,-,bc71_00430,-,N,3099,63.73,0.719,,acriflavine resistance protein B 
fasta::barcode71.ffn:bc71_00431,-,bc71_00431,-,N,807,66.67,0.652,,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase
fasta::barcode71.ffn:bc71_00432,-,bc71_00432,-,N,336,63.1,0.799,,hypothetical protein
fasta::barcode71.ffn:bc71_00433,-,bc71_00433,-,N,1293,69.45,0.682,,ATP-dependent RNA helicase RhlE
fasta::barcode71.ffn:bc71_00434,-,bc71_00434,-,N,213,63.38,0.569,,hypothetical protein
fasta::barcode71.ffn:bc71_00435,-,bc71_00435,-,N,177,64.41,0.491,,hypothetical protein
fasta::barcode71.ffn:bc71_00436,-,bc71_00436,-,N,1509,70.18,0.691,,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
fasta::barcode71.ffn:bc71_00437,-,bc71_00437,-,N,384,69.53,0.752,,Variant SH3 domain protein
fasta::barcode71.ffn:bc71_00438,-,bc71_00438,-,N,1071,66.85,0.76,,Pyruvate dehydrogenase E1 component subunit beta
fasta::barcode71.ffn:bc71_00439,-,bc71_00439,-,N,1089,67.4,0.8,,Pyruvate dehydrogenase E1 component subunit alpha
fasta::barcode71.ffn:bc71_00440,-,bc71_00440,-,N,3582,69.24,0.741,,hypothetical protein
fasta::barcode71.ffn:bc71_00441,-,bc71_00441,-,N,897,64.77,0.757,,Tryptophan 23-dioxygenase
fasta::barcode71.ffn:bc71_00442,-,bc71_00442,-,N,1521,64.04,0.772,,Di/tripeptide permease 
fasta::barcode71.ffn:bc71_00443,-,bc71_00443,-,N,591,65.65,0.683,,hypothetical protein
fasta::barcode71.ffn:bc71_00444,-,bc71_00444,-,N,489,66.46,0.723,,MarR family protein
fasta::barcode71.ffn:bc71_00445,-,bc71_00445,-,N,1116,62.46,0.791,,4-hydroxyphenylpyruvate dioxygenase
fasta::barcode71.ffn:bc71_00446,-,bc71_00446,-,N,1305,65.36,0.711,,Homogentisate 12-dioxygenase
fasta::barcode71.ffn:bc71_00447,-,bc71_00447,-,N,591,66.5,0.634,,hypothetical protein
fasta::barcode71.ffn:bc71_00448,-,bc71_00448,-,N,651,71.43,0.697,,hypothetical protein
fasta::barcode71.ffn:bc71_00449,-,bc71_00449,-,N,423,62.41,0.736,,Na+/H+ antiporter subunit
fasta::barcode71.ffn:bc71_00450,-,bc71_00450,-,N,285,62.11,0.742,,Na(+)/H(+) antiporter subunit F
fasta::barcode71.ffn:bc71_00451,-,bc71_00451,-,N,507,63.31,0.696,,Na(+)/H(+) antiporter subunit E1
fasta::barcode71.ffn:bc71_00452,-,bc71_00452,-,N,1560,67.24,0.689,,Na(+)/H(+) antiporter subunit D
fasta::barcode71.ffn:bc71_00453,-,bc71_00453,-,N,375,66.93,0.717,,Na(+)/H(+) antiporter subunit C1
fasta::barcode71.ffn:bc71_00454,-,bc71_00454,-,N,2829,66.7,0.753,,Na(+)/H(+) antiporter subunit A
fasta::barcode71.ffn:bc71_00455,-,bc71_00455,-,N,1020,69.9,0.645,,NAD dependent epimerase/dehydratase family protein
fasta::barcode71.ffn:bc71_00456,-,bc71_00456,-,N,486,64.61,0.749,,hypothetical protein
fasta::barcode71.ffn:bc71_00457,-,bc71_00457,-,N,258,59.69,0.425,,hypothetical protein
fasta::barcode71.ffn:bc71_00458,-,bc71_00458,-,N,1731,60.72,0.532,,GH23: lysozyme type G  and 2 other functions.
fasta::barcode71.ffn:bc71_00459,-,bc71_00459,-,N,396,57.58,0.625,,hypothetical protein
fasta::barcode71.ffn:bc71_00460,-,bc71_00460,-,N,708,64.41,0.522,,hypothetical protein
fasta::barcode71.ffn:bc71_00461,-,bc71_00461,-,N,687,62.3,0.418,,hypothetical protein
fasta::barcode71.ffn:bc71_00462,-,bc71_00462,-,N,927,64.51,0.732,,fusion protein PurC/PurD 
